,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Cluster #
4269,Lifelong analyst. Incurable travel junkie. Amateur tv ninja. Award-winning coffee fanatic.,6.999999999999999,3.0,6.999999999999999,4.0,3.0,3.0,9.0,9.0
4270,Alcohol fanatic. Friend of animals everywhere. Web nerd. Subtly charming food ninja. Lifelong tv guru.,1.0,2.0,0.0,1.0,1.0,3.0,9.0,3.0
4271,Twitter fanatic. Bacon evangelist. Incurable pop culture buff. Alcohol advocate. Social media scholar. Tv fan.,8.0,2.0,2.0,2.0,1.0,3.0,5.000000000000001,2.0
4272,Organizer. Travel enthusiast. Problem solver. Music junkie. Devoted food scholar. Incurable web fan. Total pop culture advocate.,4.0,5.000000000000001,9.0,0.0,6.999999999999999,3.0,5.000000000000001,1.0
4273,Incurable travel aficionado. Analyst. Wannabe tv trailblazer. Friendly bacon expert. Student.,5.000000000000001,0.0,4.0,4.0,6.0,6.0,8.0,5.0
4274,Web aficionado. Lifelong music lover. Pop culture guru. Professional tv expert. Wannabe beer scholar. Hipster-friendly coffee nerd.,9.0,8.0,2.0,0.0,1.0,2.0,1.0,2.0
4275,Award-winning entrepreneur. Hipster-friendly food buff. Web geek. Tv fan. Social mediaholic. Music specialist. Analyst.,4.0,5.000000000000001,6.999999999999999,4.0,2.0,5.000000000000001,0.0,11.0
4276,Troublemaker. Professional travel evangelist. Tv fanatic. Coffee lover. Explorer.,3.0,2.0,4.0,6.0,3.0,3.0,0.0,5.0
4277,Typical internet expert. Infuriatingly humble zombie practitioner. Certified entrepreneur.,3.0,9.0,2.0,5.000000000000001,4.0,6.999999999999999,6.0,0.0
4278,Subtly charming coffee aficionado. Infuriatingly humble pop culture ninja. Zombie advocate. General tv expert.,1.0,9.0,4.0,0.0,8.0,5.000000000000001,5.000000000000001,2.0
4279,Coffee expert. Certified zombieaholic. Infuriatingly humble food practitioner. Total thinker. Amateur beer advocate. Student. Web fan.,0.0,3.0,9.0,3.0,6.999999999999999,4.0,0.0,0.0
4280,Coffee buff. Internet junkie. Beer geek. Unapologetic creator. Certified food fan. Student.,1.0,3.0,4.0,4.0,9.0,6.0,3.0,0.0
4281,Subtly charming web trailblazer. Evil food junkie. Friendly creator. Internet lover. Typical analyst.,8.0,8.0,2.0,1.0,6.999999999999999,8.0,8.0,0.0
4282,Pop culture evangelist. Evil social media trailblazer. Music expert. Web nerd.,4.0,9.0,9.0,0.0,5.000000000000001,6.999999999999999,8.0,2.0
4283,Award-winning zombie expert. Avid musicaholic. Incurable bacon practitioner. Organizer. Entrepreneur. Falls down a lot. Travel scholar. Web fanatic.,4.0,5.000000000000001,6.999999999999999,0.0,6.0,3.0,1.0,8.0
4284,Lifelong analyst. Incurable travel junkie. Amateur tv ninja. Award-winning coffee fanatic.,5.000000000000001,2.0,6.999999999999999,0.0,8.0,0.0,2.0,9.0
4285,Alcohol fanatic. Friend of animals everywhere. Web nerd. Subtly charming food ninja. Lifelong tv guru.,4.0,3.0,0.0,9.0,2.0,6.999999999999999,0.0,3.0
4286,Twitter fanatic. Bacon evangelist. Incurable pop culture buff. Alcohol advocate. Social media scholar. Tv fan.,1.0,9.0,6.999999999999999,9.0,5.000000000000001,1.0,2.0,2.0
4287,Organizer. Travel enthusiast. Problem solver. Music junkie. Devoted food scholar. Incurable web fan. Total pop culture advocate.,5.000000000000001,6.999999999999999,2.0,3.0,9.0,5.000000000000001,5.000000000000001,1.0
4288,Incurable travel aficionado. Analyst. Wannabe tv trailblazer. Friendly bacon expert. Student.,6.0,9.0,1.0,5.000000000000001,3.0,0.0,9.0,5.0
4289,Web aficionado. Lifelong music lover. Pop culture guru. Professional tv expert. Wannabe beer scholar. Hipster-friendly coffee nerd.,8.0,5.000000000000001,0.0,8.0,9.0,4.0,6.0,2.0
4290,Award-winning entrepreneur. Hipster-friendly food buff. Web geek. Tv fan. Social mediaholic. Music specialist. Analyst.,5.000000000000001,9.0,4.0,1.0,0.0,6.999999999999999,9.0,11.0
4291,Troublemaker. Professional travel evangelist. Tv fanatic. Coffee lover. Explorer.,2.0,4.0,2.0,3.0,3.0,8.0,1.0,5.0
4292,Typical internet expert. Infuriatingly humble zombie practitioner. Certified entrepreneur.,8.0,6.0,1.0,4.0,3.0,1.0,4.0,0.0
4293,Subtly charming coffee aficionado. Infuriatingly humble pop culture ninja. Zombie advocate. General tv expert.,2.0,3.0,4.0,0.0,6.0,2.0,4.0,2.0
4294,Coffee expert. Certified zombieaholic. Infuriatingly humble food practitioner. Total thinker. Amateur beer advocate. Student. Web fan.,6.999999999999999,6.0,3.0,1.0,8.0,2.0,8.0,0.0
4295,Coffee buff. Internet junkie. Beer geek. Unapologetic creator. Certified food fan. Student.,6.0,6.999999999999999,4.0,4.0,6.0,1.0,2.0,0.0
4296,Subtly charming web trailblazer. Evil food junkie. Friendly creator. Internet lover. Typical analyst.,0.0,9.0,9.0,5.000000000000001,9.0,6.999999999999999,6.999999999999999,0.0
4297,Pop culture evangelist. Evil social media trailblazer. Music expert. Web nerd.,0.0,6.999999999999999,9.0,4.0,5.000000000000001,1.0,8.0,2.0
4298,Award-winning zombie expert. Avid musicaholic. Incurable bacon practitioner. Organizer. Entrepreneur. Falls down a lot. Travel scholar. Web fanatic.,6.0,6.999999999999999,6.999999999999999,4.0,0.0,1.0,2.0,8.0
4299,Lifelong analyst. Incurable travel junkie. Amateur tv ninja. Award-winning coffee fanatic.,8.0,6.999999999999999,9.0,6.999999999999999,2.0,4.0,2.0,9.0
4300,Alcohol fanatic. Friend of animals everywhere. Web nerd. Subtly charming food ninja. Lifelong tv guru.,6.999999999999999,2.0,1.0,3.0,0.0,3.0,4.0,3.0
4301,Twitter fanatic. Bacon evangelist. Incurable pop culture buff. Alcohol advocate. Social media scholar. Tv fan.,0.0,8.0,9.0,2.0,9.0,1.0,9.0,2.0
4302,Organizer. Travel enthusiast. Problem solver. Music junkie. Devoted food scholar. Incurable web fan. Total pop culture advocate.,3.0,4.0,5.000000000000001,6.999999999999999,6.0,4.0,3.0,1.0
4303,Incurable travel aficionado. Analyst. Wannabe tv trailblazer. Friendly bacon expert. Student.,2.0,3.0,6.0,8.0,1.0,1.0,4.0,5.0
4304,Web aficionado. Lifelong music lover. Pop culture guru. Professional tv expert. Wannabe beer scholar. Hipster-friendly coffee nerd.,5.000000000000001,6.0,4.0,3.0,2.0,2.0,0.0,2.0
4305,Award-winning entrepreneur. Hipster-friendly food buff. Web geek. Tv fan. Social mediaholic. Music specialist. Analyst.,3.0,6.999999999999999,6.0,4.0,8.0,1.0,9.0,11.0
4306,Troublemaker. Professional travel evangelist. Tv fanatic. Coffee lover. Explorer.,9.0,1.0,9.0,3.0,1.0,2.0,9.0,5.0
4307,Typical internet expert. Infuriatingly humble zombie practitioner. Certified entrepreneur.,2.0,2.0,3.0,6.0,9.0,3.0,2.0,0.0
4308,Subtly charming coffee aficionado. Infuriatingly humble pop culture ninja. Zombie advocate. General tv expert.,2.0,8.0,4.0,0.0,3.0,0.0,0.0,2.0
4309,Coffee expert. Certified zombieaholic. Infuriatingly humble food practitioner. Total thinker. Amateur beer advocate. Student. Web fan.,0.0,0.0,1.0,5.000000000000001,5.000000000000001,2.0,4.0,0.0
4310,Coffee buff. Internet junkie. Beer geek. Unapologetic creator. Certified food fan. Student.,6.0,6.0,3.0,6.0,1.0,0.0,8.0,0.0
4311,Subtly charming web trailblazer. Evil food junkie. Friendly creator. Internet lover. Typical analyst.,8.0,4.0,4.0,1.0,5.000000000000001,6.0,3.0,0.0
4312,Pop culture evangelist. Evil social media trailblazer. Music expert. Web nerd.,8.0,6.0,6.0,3.0,8.0,4.0,9.0,2.0
4313,Award-winning zombie expert. Avid musicaholic. Incurable bacon practitioner. Organizer. Entrepreneur. Falls down a lot. Travel scholar. Web fanatic.,6.0,3.0,5.000000000000001,4.0,4.0,8.0,6.0,8.0
4314,Lifelong analyst. Incurable travel junkie. Amateur tv ninja. Award-winning coffee fanatic.,1.0,1.0,6.999999999999999,5.000000000000001,0.0,1.0,6.999999999999999,9.0
4315,Alcohol fanatic. Friend of animals everywhere. Web nerd. Subtly charming food ninja. Lifelong tv guru.,8.0,6.999999999999999,6.999999999999999,1.0,4.0,2.0,8.0,3.0
4316,Twitter fanatic. Bacon evangelist. Incurable pop culture buff. Alcohol advocate. Social media scholar. Tv fan.,0.0,3.0,0.0,0.0,8.0,6.0,5.000000000000001,2.0
4317,Organizer. Travel enthusiast. Problem solver. Music junkie. Devoted food scholar. Incurable web fan. Total pop culture advocate.,8.0,6.0,1.0,1.0,8.0,2.0,0.0,1.0
4318,Incurable travel aficionado. Analyst. Wannabe tv trailblazer. Friendly bacon expert. Student.,3.0,0.0,1.0,8.0,6.999999999999999,6.999999999999999,5.000000000000001,5.0
4319,Web aficionado. Lifelong music lover. Pop culture guru. Professional tv expert. Wannabe beer scholar. Hipster-friendly coffee nerd.,5.000000000000001,5.000000000000001,2.0,6.0,6.999999999999999,0.0,8.0,2.0
4320,Award-winning entrepreneur. Hipster-friendly food buff. Web geek. Tv fan. Social mediaholic. Music specialist. Analyst.,4.0,3.0,4.0,2.0,6.999999999999999,9.0,1.0,11.0
4321,Troublemaker. Professional travel evangelist. Tv fanatic. Coffee lover. Explorer.,2.0,0.0,9.0,2.0,0.0,3.0,1.0,5.0
4322,Typical internet expert. Infuriatingly humble zombie practitioner. Certified entrepreneur.,5.000000000000001,4.0,9.0,6.999999999999999,2.0,6.999999999999999,9.0,0.0
4323,Subtly charming coffee aficionado. Infuriatingly humble pop culture ninja. Zombie advocate. General tv expert.,1.0,4.0,1.0,5.000000000000001,3.0,1.0,3.0,2.0
4324,Coffee expert. Certified zombieaholic. Infuriatingly humble food practitioner. Total thinker. Amateur beer advocate. Student. Web fan.,4.0,6.999999999999999,0.0,6.999999999999999,3.0,6.999999999999999,5.000000000000001,0.0
4325,Coffee buff. Internet junkie. Beer geek. Unapologetic creator. Certified food fan. Student.,5.000000000000001,2.0,6.999999999999999,1.0,3.0,6.0,9.0,0.0
4326,Subtly charming web trailblazer. Evil food junkie. Friendly creator. Internet lover. Typical analyst.,8.0,8.0,6.999999999999999,3.0,3.0,3.0,5.000000000000001,0.0
4327,Pop culture evangelist. Evil social media trailblazer. Music expert. Web nerd.,1.0,6.0,0.0,2.0,1.0,9.0,6.0,2.0
4328,Award-winning zombie expert. Avid musicaholic. Incurable bacon practitioner. Organizer. Entrepreneur. Falls down a lot. Travel scholar. Web fanatic.,8.0,2.0,0.0,0.0,6.0,8.0,9.0,8.0
4329,Lifelong analyst. Incurable travel junkie. Amateur tv ninja. Award-winning coffee fanatic.,6.0,5.000000000000001,3.0,5.000000000000001,9.0,5.000000000000001,9.0,9.0
4330,Alcohol fanatic. Friend of animals everywhere. Web nerd. Subtly charming food ninja. Lifelong tv guru.,1.0,6.0,5.000000000000001,3.0,2.0,9.0,6.0,3.0
4331,Twitter fanatic. Bacon evangelist. Incurable pop culture buff. Alcohol advocate. Social media scholar. Tv fan.,6.0,6.0,3.0,5.000000000000001,6.0,1.0,6.999999999999999,2.0
4332,Organizer. Travel enthusiast. Problem solver. Music junkie. Devoted food scholar. Incurable web fan. Total pop culture advocate.,8.0,5.000000000000001,3.0,2.0,4.0,6.999999999999999,4.0,1.0
4333,Incurable travel aficionado. Analyst. Wannabe tv trailblazer. Friendly bacon expert. Student.,6.999999999999999,6.0,9.0,2.0,1.0,3.0,6.0,5.0
4334,Web aficionado. Lifelong music lover. Pop culture guru. Professional tv expert. Wannabe beer scholar. Hipster-friendly coffee nerd.,6.999999999999999,1.0,4.0,6.0,4.0,9.0,5.000000000000001,2.0
4335,Award-winning entrepreneur. Hipster-friendly food buff. Web geek. Tv fan. Social mediaholic. Music specialist. Analyst.,9.0,6.999999999999999,5.000000000000001,3.0,6.0,2.0,9.0,11.0
4336,Troublemaker. Professional travel evangelist. Tv fanatic. Coffee lover. Explorer.,8.0,0.0,6.0,6.0,6.0,0.0,1.0,5.0
4337,Typical internet expert. Infuriatingly humble zombie practitioner. Certified entrepreneur.,1.0,0.0,1.0,6.0,2.0,9.0,0.0,0.0
4338,Subtly charming coffee aficionado. Infuriatingly humble pop culture ninja. Zombie advocate. General tv expert.,8.0,6.0,2.0,6.0,1.0,9.0,3.0,2.0
4339,Coffee expert. Certified zombieaholic. Infuriatingly humble food practitioner. Total thinker. Amateur beer advocate. Student. Web fan.,0.0,8.0,0.0,6.999999999999999,5.000000000000001,1.0,6.0,0.0
4340,Coffee buff. Internet junkie. Beer geek. Unapologetic creator. Certified food fan. Student.,6.999999999999999,9.0,8.0,5.000000000000001,6.999999999999999,6.0,9.0,0.0
4341,Subtly charming web trailblazer. Evil food junkie. Friendly creator. Internet lover. Typical analyst.,1.0,5.000000000000001,2.0,6.999999999999999,4.0,1.0,6.999999999999999,0.0
4342,Pop culture evangelist. Evil social media trailblazer. Music expert. Web nerd.,6.0,2.0,2.0,6.0,8.0,9.0,3.0,2.0
4343,Award-winning zombie expert. Avid musicaholic. Incurable bacon practitioner. Organizer. Entrepreneur. Falls down a lot. Travel scholar. Web fanatic.,2.0,3.0,3.0,8.0,1.0,6.999999999999999,4.0,8.0
4344,Lifelong analyst. Incurable travel junkie. Amateur tv ninja. Award-winning coffee fanatic.,3.0,1.0,4.0,4.0,9.0,2.0,4.0,9.0
4345,Alcohol fanatic. Friend of animals everywhere. Web nerd. Subtly charming food ninja. Lifelong tv guru.,1.0,3.0,4.0,2.0,0.0,2.0,6.0,3.0
4346,Twitter fanatic. Bacon evangelist. Incurable pop culture buff. Alcohol advocate. Social media scholar. Tv fan.,6.999999999999999,1.0,5.000000000000001,5.000000000000001,0.0,2.0,1.0,2.0
4347,Organizer. Travel enthusiast. Problem solver. Music junkie. Devoted food scholar. Incurable web fan. Total pop culture advocate.,3.0,3.0,9.0,5.000000000000001,3.0,3.0,9.0,1.0
4348,Incurable travel aficionado. Analyst. Wannabe tv trailblazer. Friendly bacon expert. Student.,1.0,0.0,0.0,0.0,6.0,8.0,1.0,5.0
4349,Web aficionado. Lifelong music lover. Pop culture guru. Professional tv expert. Wannabe beer scholar. Hipster-friendly coffee nerd.,1.0,6.999999999999999,1.0,1.0,6.0,5.000000000000001,8.0,2.0
4350,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,9.0,1.0,6.999999999999999,1.0,0.0,8.0,5.000000000000001,0.0
4351,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,3.0,4.0,5.000000000000001,6.999999999999999,0.0,5.000000000000001,5.000000000000001,10.0
4352,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,1.0,9.0,2.0,6.999999999999999,6.999999999999999,3.0,9.0,2.0
4353,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,4.0,4.0,0.0,6.999999999999999,3.0,0.0,9.0,3.0
4354,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,0.0,6.999999999999999,6.0,9.0,8.0,4.0,9.0,2.0
4355,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,1.0,0.0,1.0,6.999999999999999,3.0,1.0,1.0,7.0
4356,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,9.0,1.0,1.0,6.0,5.000000000000001,0.0,6.0,3.0
4357,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,8.0,5.000000000000001,2.0,1.0,2.0,6.999999999999999,3.0,1.0
4358,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,4.0,8.0,3.0,3.0,9.0,8.0,6.0,10.0
4359,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,4.0,6.999999999999999,5.000000000000001,6.999999999999999,2.0,2.0,3.0,10.0
4360,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,9.0,1.0,6.0,8.0,6.0,6.999999999999999,6.0,2.0
4361,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,9.0,6.999999999999999,6.999999999999999,4.0,2.0,6.999999999999999,6.0,1.0
4362,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,0.0,4.0,1.0,0.0,6.0,0.0,3.0,10.0
4363,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,6.999999999999999,9.0,1.0,2.0,1.0,6.999999999999999,3.0,0.0
4364,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,6.0,1.0,6.999999999999999,0.0,2.0,2.0,9.0,1.0
4365,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,4.0,4.0,8.0,2.0,8.0,1.0,1.0,0.0
4366,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,6.999999999999999,5.000000000000001,6.999999999999999,5.000000000000001,1.0,0.0,3.0,10.0
4367,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,6.0,6.999999999999999,6.0,6.999999999999999,9.0,8.0,4.0,2.0
4368,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,5.000000000000001,5.000000000000001,6.0,5.000000000000001,6.999999999999999,2.0,0.0,3.0
4369,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,6.999999999999999,5.000000000000001,2.0,4.0,6.0,1.0,2.0,2.0
4370,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,2.0,6.0,5.000000000000001,0.0,3.0,9.0,1.0,7.0
4371,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,4.0,5.000000000000001,9.0,4.0,1.0,0.0,4.0,3.0
4372,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,1.0,4.0,8.0,9.0,1.0,2.0,1.0,1.0
4373,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,4.0,0.0,0.0,2.0,2.0,0.0,2.0,10.0
4374,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,6.0,6.999999999999999,9.0,3.0,5.000000000000001,9.0,8.0,10.0
4375,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,9.0,5.000000000000001,9.0,4.0,1.0,6.0,6.999999999999999,2.0
4376,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,8.0,2.0,8.0,0.0,6.999999999999999,8.0,5.000000000000001,1.0
4377,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,0.0,4.0,2.0,5.000000000000001,2.0,9.0,6.999999999999999,10.0
4378,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,6.999999999999999,9.0,5.000000000000001,6.0,2.0,1.0,6.0,0.0
4379,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,2.0,4.0,2.0,1.0,8.0,1.0,8.0,1.0
4380,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,6.999999999999999,1.0,5.000000000000001,0.0,1.0,2.0,5.000000000000001,0.0
4381,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,6.0,4.0,6.999999999999999,5.000000000000001,1.0,5.000000000000001,6.0,10.0
4382,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,3.0,9.0,6.0,3.0,6.999999999999999,1.0,1.0,2.0
4383,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,2.0,5.000000000000001,2.0,3.0,9.0,6.0,1.0,3.0
4384,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,5.000000000000001,0.0,0.0,4.0,0.0,3.0,2.0,2.0
4385,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,2.0,1.0,3.0,6.999999999999999,8.0,6.0,2.0,7.0
4386,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,5.000000000000001,9.0,3.0,5.000000000000001,8.0,8.0,9.0,3.0
4387,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,1.0,1.0,8.0,4.0,8.0,2.0,8.0,1.0
4388,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,4.0,3.0,3.0,6.0,8.0,6.999999999999999,2.0,10.0
4389,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,0.0,1.0,5.000000000000001,3.0,8.0,6.0,3.0,10.0
4390,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,6.999999999999999,6.0,3.0,0.0,4.0,2.0,6.0,2.0
4391,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,8.0,8.0,6.0,6.999999999999999,0.0,2.0,9.0,1.0
4392,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,2.0,2.0,2.0,9.0,1.0,8.0,9.0,10.0
4393,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,5.000000000000001,6.0,8.0,2.0,5.000000000000001,4.0,4.0,0.0
4394,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,1.0,2.0,9.0,0.0,6.999999999999999,4.0,0.0,1.0
4395,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,1.0,8.0,5.000000000000001,1.0,5.000000000000001,3.0,6.999999999999999,0.0
4396,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,6.999999999999999,4.0,6.0,2.0,2.0,6.0,8.0,10.0
4397,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,0.0,1.0,6.999999999999999,9.0,3.0,1.0,1.0,2.0
4398,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,6.0,8.0,1.0,4.0,2.0,8.0,0.0,3.0
4399,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,0.0,3.0,0.0,6.999999999999999,9.0,9.0,1.0,2.0
4400,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,1.0,8.0,6.0,3.0,0.0,5.000000000000001,6.0,7.0
4401,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,4.0,0.0,3.0,0.0,3.0,4.0,5.000000000000001,3.0
4402,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,0.0,0.0,6.0,5.000000000000001,5.000000000000001,5.000000000000001,0.0,1.0
4403,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,6.0,2.0,6.0,8.0,6.999999999999999,6.0,5.000000000000001,10.0
4404,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,6.999999999999999,3.0,6.999999999999999,1.0,8.0,0.0,8.0,10.0
4405,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,6.0,6.999999999999999,0.0,1.0,4.0,5.000000000000001,6.0,2.0
4406,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,6.999999999999999,2.0,4.0,8.0,4.0,3.0,4.0,1.0
4407,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,6.999999999999999,5.000000000000001,6.999999999999999,8.0,2.0,6.0,2.0,10.0
4408,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,2.0,2.0,6.0,2.0,1.0,9.0,4.0,0.0
4409,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,9.0,2.0,8.0,5.000000000000001,9.0,6.999999999999999,6.0,1.0
4410,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,6.0,5.000000000000001,4.0,6.999999999999999,2.0,2.0,6.0,0.0
4411,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,6.999999999999999,8.0,4.0,4.0,4.0,0.0,6.0,10.0
4412,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,8.0,5.000000000000001,6.999999999999999,5.000000000000001,1.0,4.0,1.0,2.0
4413,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,5.000000000000001,9.0,9.0,8.0,3.0,2.0,3.0,3.0
4414,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,0.0,1.0,9.0,6.0,6.0,8.0,8.0,2.0
4415,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,1.0,0.0,3.0,5.000000000000001,8.0,0.0,1.0,7.0
4416,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,3.0,1.0,6.0,5.000000000000001,0.0,6.999999999999999,0.0,3.0
4417,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,1.0,6.0,4.0,4.0,4.0,0.0,3.0,1.0
4418,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,9.0,3.0,8.0,6.999999999999999,8.0,2.0,8.0,10.0
4419,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,1.0,6.0,8.0,8.0,3.0,2.0,8.0,10.0
4420,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,4.0,3.0,1.0,8.0,9.0,6.999999999999999,1.0,2.0
4421,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,2.0,6.0,8.0,5.000000000000001,9.0,3.0,1.0,1.0
4422,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,3.0,2.0,8.0,8.0,4.0,1.0,8.0,10.0
4423,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,5.000000000000001,3.0,3.0,3.0,0.0,6.999999999999999,6.0,0.0
4424,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,3.0,5.000000000000001,6.999999999999999,0.0,5.000000000000001,5.000000000000001,2.0,1.0
4425,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,3.0,2.0,9.0,1.0,1.0,3.0,6.0,0.0
